iter	Logloss
429	0.1993132144
430	0.199276917
431	0.1992556115
432	0.1992329129
433	0.1992145346
434	0.1991620731
435	0.1991478153
436	0.1991156215
437	0.1990841333
438	0.1990519142
439	0.199018696
440	0.1989834687
441	0.1989645044
442	0.1989343912
443	0.1989102295
444	0.1988880367
445	0.1988670767
446	0.198847248
447	0.1988294417
448	0.1987980188
449	0.1987791667
450	0.1987539938
451	0.1987272496
452	0.1986953081
453	0.1986681118
454	0.1986451045
455	0.1986192405
456	0.1985982727
457	0.1985637412
458	0.1985297555
459	0.1985100697
460	0.1984798273
461	0.1984468195
462	0.1984275217
463	0.1983942389
464	0.1983704575
465	0.1983443372
466	0.1983222653
467	0.198288636
468	0.1982595545
469	0.1982154983
470	0.1981810792
471	0.1981467969
472	0.1981241123
473	0.1980976123
474	0.1980553788
475	0.1980262572
476	0.198003361
477	0.197981808
478	0.1979667415
479	0.1979352401
480	0.1979107324
481	0.1978794226
482	0.1978486071
483	0.1978161543
484	0.1977979591
485	0.1977636201
486	0.1977396635
487	0.1977004514
488	0.1976759857
489	0.1976524422
490	0.197622386
491	0.1975916841
492	0.1975689461
493	0.1975445968
494	0.1975211737
495	0.1974989026
496	0.1974684344
497	0.1974499052
498	0.1974229521
499	0.1973910968
