iter	Logloss
353	0.1966939268
354	0.1966674597
355	0.1966265459
356	0.1965928204
357	0.1965491393
358	0.1964977608
359	0.1964700742
360	0.1964305434
361	0.1963981825
362	0.1963678057
363	0.1963236584
364	0.1962765992
365	0.1962398757
366	0.196201644
367	0.1961301739
368	0.1960942717
369	0.1960444697
370	0.1960039744
371	0.1959586873
372	0.1959049892
373	0.1958633655
374	0.1958232045
375	0.1957732866
376	0.1957421756
377	0.1957029368
378	0.1956561693
379	0.1956260186
380	0.1955687928
381	0.195522418
382	0.1954883774
383	0.1954267223
384	0.1953913971
385	0.1953492691
386	0.1953078377
387	0.195263451
388	0.1952295528
389	0.195169765
390	0.1951288065
391	0.1950828158
392	0.1950462684
393	0.1950170826
394	0.1949842354
395	0.1949377478
396	0.1949053143
397	0.1948695939
398	0.194838746
399	0.1948126176
400	0.1947544215
401	0.1947163975
402	0.1946901152
403	0.1946511036
404	0.1946184583
405	0.1945706229
406	0.1945443352
407	0.1944852103
408	0.1944452149
409	0.1943983641
410	0.1943570012
411	0.19431351
412	0.1942694871
413	0.1942203978
414	0.194169017
415	0.1941371145
416	0.1941080888
417	0.1940825112
418	0.1940419792
419	0.194010253
420	0.1939822336
421	0.1939569625
422	0.1939319075
423	0.1938936121
424	0.1938654207
425	0.1938274819
426	0.1937932007
427	0.1937608632
428	0.1937276377
429	0.1936788403
430	0.1936415372
431	0.1936079145
432	0.1935715953
433	0.1935366019
434	0.1934998991
435	0.1934553503
436	0.1934112841
437	0.1933716848
438	0.1933330722
439	0.1932937004
440	0.1932538432
441	0.1932228534
442	0.1931927184
443	0.1931659796
444	0.1931228504
445	0.1930576643
446	0.1930232094
447	0.192986591
448	0.1929441528
449	0.1929221677
450	0.1928778099
451	0.1928364489
452	0.1927794089
453	0.1927492106
454	0.1927136232
455	0.1926655499
456	0.1926258403
457	0.1925903336
458	0.1925278204
459	0.1924814759
460	0.1924472576
461	0.1924164754
462	0.1923788998
463	0.192343352
464	0.1922902541
465	0.1922321187
466	0.1921844659
467	0.192145434
468	0.1921131269
469	0.1920786225
470	0.1920455658
471	0.1920045012
472	0.1919644817
473	0.1919039966
474	0.1918615517
475	0.1918200517
476	0.1917912698
477	0.1917393759
478	0.1916922562
479	0.1916679753
480	0.1916194231
481	0.1915766008
482	0.1915395489
483	0.1915096667
484	0.191471221
485	0.1914179804
486	0.1913745639
487	0.1913431639
488	0.191307344
489	0.1912790591
490	0.1912213041
491	0.1912002473
492	0.191149526
493	0.1911158716
494	0.1910709267
495	0.1910093657
496	0.1909757092
497	0.1909533079
498	0.1909177562
499	0.1908956922
